STATION,NAME,DATE,TMAX,TMIN
USW00024234,"SEATTLE BOEING FIELD, WA US",5/10/2018,61,51
USW00024234,"SEATTLE BOEING FIELD, WA US",5/11/2018,67,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/12/2018,76,48
USW00024234,"SEATTLE BOEING FIELD, WA US",5/13/2018,82,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/14/2018,84,58
USW00024234,"SEATTLE BOEING FIELD, WA US",5/15/2018,69,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/16/2018,68,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/17/2018,65,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/18/2018,66,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/19/2018,72,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/20/2018,67,55
USW00024234,"SEATTLE BOEING FIELD, WA US",5/21/2018,70,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/22/2018,76,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/23/2018,81,56
USW00024234,"SEATTLE BOEING FIELD, WA US",5/24/2018,70,55
USW00024234,"SEATTLE BOEING FIELD, WA US",5/25/2018,66,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/26/2018,67,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/27/2018,75,51
USW00024234,"SEATTLE BOEING FIELD, WA US",5/28/2018,71,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/29/2018,65,51
USW00024234,"SEATTLE BOEING FIELD, WA US",5/30/2018,67,50
USW00024234,"SEATTLE BOEING FIELD, WA US",5/31/2018,65,50
USW00024234,"SEATTLE BOEING FIELD, WA US",6/1/2018,66,49
USW00024234,"SEATTLE BOEING FIELD, WA US",6/2/2018,76,54
USW00024234,"SEATTLE BOEING FIELD, WA US",6/3/2018,63,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/4/2018,67,51
USW00024234,"SEATTLE BOEING FIELD, WA US",6/5/2018,69,49
USW00024234,"SEATTLE BOEING FIELD, WA US",6/6/2018,76,51
USW00024234,"SEATTLE BOEING FIELD, WA US",6/7/2018,68,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/8/2018,64,53
USW00024234,"SEATTLE BOEING FIELD, WA US",6/9/2018,63,51
USW00024234,"SEATTLE BOEING FIELD, WA US",6/10/2018,62,49
USW00024234,"SEATTLE BOEING FIELD, WA US",6/11/2018,69,50
USW00024234,"SEATTLE BOEING FIELD, WA US",6/12/2018,66,51
USW00024234,"SEATTLE BOEING FIELD, WA US",6/13/2018,68,52
USW00024234,"SEATTLE BOEING FIELD, WA US",6/14/2018,66,54
USW00024234,"SEATTLE BOEING FIELD, WA US",6/15/2018,72,52
USW00024234,"SEATTLE BOEING FIELD, WA US",6/16/2018,79,56
USW00024234,"SEATTLE BOEING FIELD, WA US",6/17/2018,87,58
USW00024234,"SEATTLE BOEING FIELD, WA US",6/18/2018,87,60
USW00024234,"SEATTLE BOEING FIELD, WA US",6/19/2018,86,58
USW00024234,"SEATTLE BOEING FIELD, WA US",6/20/2018,84,61
USW00024234,"SEATTLE BOEING FIELD, WA US",6/21/2018,70,59
USW00024234,"SEATTLE BOEING FIELD, WA US",6/22/2018,71,58
USW00024234,"SEATTLE BOEING FIELD, WA US",6/23/2018,72,57
USW00024234,"SEATTLE BOEING FIELD, WA US",6/24/2018,75,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/25/2018,70,56
USW00024234,"SEATTLE BOEING FIELD, WA US",6/26/2018,71,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/27/2018,68,54
USW00024234,"SEATTLE BOEING FIELD, WA US",6/28/2018,67,55
USW00024234,"SEATTLE BOEING FIELD, WA US",6/29/2018,71,56
USW00024234,"SEATTLE BOEING FIELD, WA US",6/30/2018,65,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/1/2018,71,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/2/2018,69,54
USW00024234,"SEATTLE BOEING FIELD, WA US",7/3/2018,74,50
USW00024234,"SEATTLE BOEING FIELD, WA US",7/4/2018,81,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/5/2018,86,59
USW00024234,"SEATTLE BOEING FIELD, WA US",7/6/2018,80,61
USW00024234,"SEATTLE BOEING FIELD, WA US",7/7/2018,75,60
USW00024234,"SEATTLE BOEING FIELD, WA US",7/8/2018,78,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/9/2018,74,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/10/2018,76,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/11/2018,79,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/12/2018,86,61
USW00024234,"SEATTLE BOEING FIELD, WA US",7/13/2018,85,61
USW00024234,"SEATTLE BOEING FIELD, WA US",7/14/2018,84,61
USW00024234,"SEATTLE BOEING FIELD, WA US",7/15/2018,90,64
USW00024234,"SEATTLE BOEING FIELD, WA US",7/16/2018,90,63
USW00024234,"SEATTLE BOEING FIELD, WA US",7/17/2018,86,61
USW00024234,"SEATTLE BOEING FIELD, WA US",7/18/2018,78,60
USW00024234,"SEATTLE BOEING FIELD, WA US",7/19/2018,69,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/20/2018,74,57
USW00024234,"SEATTLE BOEING FIELD, WA US",7/21/2018,78,56
USW00024234,"SEATTLE BOEING FIELD, WA US",7/22/2018,84,58
USW00024234,"SEATTLE BOEING FIELD, WA US",7/23/2018,89,63
USW00024234,"SEATTLE BOEING FIELD, WA US",7/24/2018,88,62
USW00024234,"SEATTLE BOEING FIELD, WA US",7/25/2018,89,63
USW00024234,"SEATTLE BOEING FIELD, WA US",7/26/2018,91,65
USW00024234,"SEATTLE BOEING FIELD, WA US",7/27/2018,88,59
USW00024234,"SEATTLE BOEING FIELD, WA US",7/28/2018,85,59
USW00024234,"SEATTLE BOEING FIELD, WA US",7/29/2018,89,62
USW00024234,"SEATTLE BOEING FIELD, WA US",7/30/2018,89,64
USW00024234,"SEATTLE BOEING FIELD, WA US",7/31/2018,80,60
USW00024234,"SEATTLE BOEING FIELD, WA US",8/1/2018,75,60
USW00024234,"SEATTLE BOEING FIELD, WA US",8/2/2018,69,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/3/2018,75,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/4/2018,79,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/5/2018,84,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/6/2018,85,61
USW00024234,"SEATTLE BOEING FIELD, WA US",8/7/2018,88,63
USW00024234,"SEATTLE BOEING FIELD, WA US",8/8/2018,91,63
USW00024234,"SEATTLE BOEING FIELD, WA US",8/9/2018,90,62
USW00024234,"SEATTLE BOEING FIELD, WA US",8/10/2018,82,63
USW00024234,"SEATTLE BOEING FIELD, WA US",8/11/2018,75,62
USW00024234,"SEATTLE BOEING FIELD, WA US",8/12/2018,73,58
USW00024234,"SEATTLE BOEING FIELD, WA US",8/13/2018,75,58
USW00024234,"SEATTLE BOEING FIELD, WA US",8/14/2018,82,63
USW00024234,"SEATTLE BOEING FIELD, WA US",8/15/2018,84,62
USW00024234,"SEATTLE BOEING FIELD, WA US",8/16/2018,73,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/17/2018,74,56
USW00024234,"SEATTLE BOEING FIELD, WA US",8/18/2018,79,56
USW00024234,"SEATTLE BOEING FIELD, WA US",8/19/2018,77,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/20/2018,81,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/21/2018,87,63
USW00024234,"SEATTLE BOEING FIELD, WA US",8/22/2018,90,59
USW00024234,"SEATTLE BOEING FIELD, WA US",8/23/2018,73,58
USW00024234,"SEATTLE BOEING FIELD, WA US",8/24/2018,70,56
USW00024234,"SEATTLE BOEING FIELD, WA US",8/25/2018,65,54
USW00024234,"SEATTLE BOEING FIELD, WA US",8/26/2018,66,58
USW00024234,"SEATTLE BOEING FIELD, WA US",8/27/2018,76,57
USW00024234,"SEATTLE BOEING FIELD, WA US",8/28/2018,82,54
USW00024234,"SEATTLE BOEING FIELD, WA US",8/29/2018,77,56
USW00024234,"SEATTLE BOEING FIELD, WA US",8/30/2018,74,61
USW00024234,"SEATTLE BOEING FIELD, WA US",8/31/2018,71,59
USW00024234,"SEATTLE BOEING FIELD, WA US",9/1/2018,72,59
USW00024234,"SEATTLE BOEING FIELD, WA US",9/2/2018,76,53
USW00024234,"SEATTLE BOEING FIELD, WA US",9/3/2018,74,59
USW00024234,"SEATTLE BOEING FIELD, WA US",9/4/2018,74,53
USW00024234,"SEATTLE BOEING FIELD, WA US",9/5/2018,79,57
USW00024234,"SEATTLE BOEING FIELD, WA US",9/6/2018,85,55
USW00024234,"SEATTLE BOEING FIELD, WA US",9/7/2018,75,57
USW00024234,"SEATTLE BOEING FIELD, WA US",9/9/2018,77,59
USW00024234,"SEATTLE BOEING FIELD, WA US",9/10/2018,69,58
USW00024234,"SEATTLE BOEING FIELD, WA US",9/11/2018,69,57
USW00024234,"SEATTLE BOEING FIELD, WA US",9/12/2018,68,56
USW00024234,"SEATTLE BOEING FIELD, WA US",9/13/2018,70,55
USW00024234,"SEATTLE BOEING FIELD, WA US",9/14/2018,68,54
USW00024234,"SEATTLE BOEING FIELD, WA US",9/15/2018,64,53
USW00024234,"SEATTLE BOEING FIELD, WA US",9/16/2018,65,52
USW00024234,"SEATTLE BOEING FIELD, WA US",9/17/2018,66,50
USW00024234,"SEATTLE BOEING FIELD, WA US",9/18/2018,66,49
USW00024234,"SEATTLE BOEING FIELD, WA US",9/19/2018,68,47
USW00024234,"SEATTLE BOEING FIELD, WA US",9/20/2018,66,55
USW00024234,"SEATTLE BOEING FIELD, WA US",9/21/2018,72,59
USW00024234,"SEATTLE BOEING FIELD, WA US",9/22/2018,69,55
USW00024234,"SEATTLE BOEING FIELD, WA US",9/23/2018,67,50
USW00024234,"SEATTLE BOEING FIELD, WA US",9/24/2018,67,48
USW00024234,"SEATTLE BOEING FIELD, WA US",9/25/2018,67,49
USW00024234,"SEATTLE BOEING FIELD, WA US",9/26/2018,70,51
USW00024234,"SEATTLE BOEING FIELD, WA US",9/27/2018,72,51
USW00024234,"SEATTLE BOEING FIELD, WA US",9/28/2018,76,56
USW00024234,"SEATTLE BOEING FIELD, WA US",9/29/2018,69,52
USW00024234,"SEATTLE BOEING FIELD, WA US",9/30/2018,65,56
USW00024234,"SEATTLE BOEING FIELD, WA US",10/1/2018,64,57
USW00024234,"SEATTLE BOEING FIELD, WA US",10/2/2018,63,45
USW00024234,"SEATTLE BOEING FIELD, WA US",10/3/2018,56,42
USW00024234,"SEATTLE BOEING FIELD, WA US",10/4/2018,60,46
USW00024234,"SEATTLE BOEING FIELD, WA US",10/5/2018,53,44
USW00024234,"SEATTLE BOEING FIELD, WA US",10/6/2018,60,48
USW00024234,"SEATTLE BOEING FIELD, WA US",10/7/2018,57,48
USW00024234,"SEATTLE BOEING FIELD, WA US",10/8/2018,57,53
USW00024234,"SEATTLE BOEING FIELD, WA US",10/9/2018,61,51
USW00024234,"SEATTLE BOEING FIELD, WA US",10/10/2018,63,49
USW00024234,"SEATTLE BOEING FIELD, WA US",10/11/2018,62,47
USW00024234,"SEATTLE BOEING FIELD, WA US",10/12/2018,63,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/13/2018,62,45
USW00024234,"SEATTLE BOEING FIELD, WA US",10/14/2018,66,41
USW00024234,"SEATTLE BOEING FIELD, WA US",10/15/2018,64,40
USW00024234,"SEATTLE BOEING FIELD, WA US",10/16/2018,68,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/17/2018,70,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/18/2018,69,42
USW00024234,"SEATTLE BOEING FIELD, WA US",10/19/2018,60,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/20/2018,58,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/21/2018,57,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/22/2018,54,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/23/2018,56,43
USW00024234,"SEATTLE BOEING FIELD, WA US",10/24/2018,61,45
USW00024234,"SEATTLE BOEING FIELD, WA US",10/25/2018,57,53
USW00024234,"SEATTLE BOEING FIELD, WA US",10/26/2018,64,49
USW00024234,"SEATTLE BOEING FIELD, WA US",10/27/2018,57,40
USW00024234,"SEATTLE BOEING FIELD, WA US",10/28/2018,58,48
USW00024234,"SEATTLE BOEING FIELD, WA US",10/29/2018,55,41
USW00024234,"SEATTLE BOEING FIELD, WA US",10/30/2018,57,45
USW00024234,"SEATTLE BOEING FIELD, WA US",10/31/2018,59,50
USW00024234,"SEATTLE BOEING FIELD, WA US",11/1/2018,63,56
USW00024234,"SEATTLE BOEING FIELD, WA US",11/2/2018,63,55
USW00024234,"SEATTLE BOEING FIELD, WA US",11/3/2018,56,53
USW00024234,"SEATTLE BOEING FIELD, WA US",11/4/2018,62,53
USW00024234,"SEATTLE BOEING FIELD, WA US",11/5/2018,57,46
USW00024234,"SEATTLE BOEING FIELD, WA US",11/6/2018,56,46
USW00024234,"SEATTLE BOEING FIELD, WA US",11/7/2018,53,35
USW00024234,"SEATTLE BOEING FIELD, WA US",11/8/2018,50,34
USW00024234,"SEATTLE BOEING FIELD, WA US",11/9/2018,44,32
USW00024234,"SEATTLE BOEING FIELD, WA US",11/10/2018,52,38
USW00024234,"SEATTLE BOEING FIELD, WA US",11/11/2018,51,35
USW00024234,"SEATTLE BOEING FIELD, WA US",11/12/2018,60,32
USW00024234,"SEATTLE BOEING FIELD, WA US",11/13/2018,54,36
USW00024234,"SEATTLE BOEING FIELD, WA US",11/14/2018,57,45
USW00024234,"SEATTLE BOEING FIELD, WA US",11/15/2018,57,49
USW00024234,"SEATTLE BOEING FIELD, WA US",11/16/2018,55,48
USW00024234,"SEATTLE BOEING FIELD, WA US",11/17/2018,55,40
USW00024234,"SEATTLE BOEING FIELD, WA US",11/18/2018,53,33
USW00024234,"SEATTLE BOEING FIELD, WA US",11/19/2018,54,32
USW00024234,"SEATTLE BOEING FIELD, WA US",11/20/2018,52,33
USW00024234,"SEATTLE BOEING FIELD, WA US",11/21/2018,52,43
USW00024234,"SEATTLE BOEING FIELD, WA US",11/22/2018,52,44
USW00024234,"SEATTLE BOEING FIELD, WA US",11/23/2018,52,42
USW00024234,"SEATTLE BOEING FIELD, WA US",11/24/2018,49,35
USW00024234,"SEATTLE BOEING FIELD, WA US",11/25/2018,49,33
USW00024234,"SEATTLE BOEING FIELD, WA US",11/26/2018,57,45
USW00024234,"SEATTLE BOEING FIELD, WA US",11/27/2018,59,49
USW00024234,"SEATTLE BOEING FIELD, WA US",11/28/2018,51,46
USW00024234,"SEATTLE BOEING FIELD, WA US",11/29/2018,51,42
USW00024234,"SEATTLE BOEING FIELD, WA US",11/30/2018,50,43
USW00024234,"SEATTLE BOEING FIELD, WA US",12/1/2018,47,38
USW00024234,"SEATTLE BOEING FIELD, WA US",12/2/2018,47,38
USW00024234,"SEATTLE BOEING FIELD, WA US",12/3/2018,47,37
USW00024234,"SEATTLE BOEING FIELD, WA US",12/4/2018,48,31
USW00024234,"SEATTLE BOEING FIELD, WA US",12/5/2018,47,28
USW00024234,"SEATTLE BOEING FIELD, WA US",12/6/2018,47,25
USW00024234,"SEATTLE BOEING FIELD, WA US",12/7/2018,48,26
USW00024234,"SEATTLE BOEING FIELD, WA US",12/8/2018,47,36
USW00024234,"SEATTLE BOEING FIELD, WA US",12/9/2018,49,41
USW00024234,"SEATTLE BOEING FIELD, WA US",12/10/2018,50,41
USW00024234,"SEATTLE BOEING FIELD, WA US",12/11/2018,51,42
USW00024234,"SEATTLE BOEING FIELD, WA US",12/12/2018,49,37
USW00024234,"SEATTLE BOEING FIELD, WA US",12/13/2018,52,44
USW00024234,"SEATTLE BOEING FIELD, WA US",12/14/2018,58,40
USW00024234,"SEATTLE BOEING FIELD, WA US",12/15/2018,51,41
USW00024234,"SEATTLE BOEING FIELD, WA US",12/16/2018,55,44
USW00024234,"SEATTLE BOEING FIELD, WA US",12/17/2018,54,43
USW00024234,"SEATTLE BOEING FIELD, WA US",12/18/2018,53,46
USW00024234,"SEATTLE BOEING FIELD, WA US",12/19/2018,50,46
USW00024234,"SEATTLE BOEING FIELD, WA US",12/20/2018,58,42
USW00024234,"SEATTLE BOEING FIELD, WA US",12/21/2018,43,33
USW00024234,"SEATTLE BOEING FIELD, WA US",12/22/2018,49,35
USW00024234,"SEATTLE BOEING FIELD, WA US",12/23/2018,48,42
USW00024234,"SEATTLE BOEING FIELD, WA US",12/24/2018,52,39
USW00024234,"SEATTLE BOEING FIELD, WA US",12/25/2018,45,35
USW00024234,"SEATTLE BOEING FIELD, WA US",12/26/2018,44,37
USW00024234,"SEATTLE BOEING FIELD, WA US",12/27/2018,47,39
USW00024234,"SEATTLE BOEING FIELD, WA US",12/28/2018,50,39
USW00024234,"SEATTLE BOEING FIELD, WA US",12/29/2018,52,45
USW00024234,"SEATTLE BOEING FIELD, WA US",12/30/2018,47,38
USW00024234,"SEATTLE BOEING FIELD, WA US",12/31/2018,44,32
USW00024234,"SEATTLE BOEING FIELD, WA US",1/1/2019,44,31
USW00024234,"SEATTLE BOEING FIELD, WA US",1/2/2019,47,30
USW00024234,"SEATTLE BOEING FIELD, WA US",1/3/2019,56,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/4/2019,52,45
USW00024234,"SEATTLE BOEING FIELD, WA US",1/5/2019,50,39
USW00024234,"SEATTLE BOEING FIELD, WA US",1/6/2019,49,37
USW00024234,"SEATTLE BOEING FIELD, WA US",1/7/2019,45,37
USW00024234,"SEATTLE BOEING FIELD, WA US",1/8/2019,47,37
USW00024234,"SEATTLE BOEING FIELD, WA US",1/9/2019,53,43
USW00024234,"SEATTLE BOEING FIELD, WA US",1/10/2019,53,42
USW00024234,"SEATTLE BOEING FIELD, WA US",1/11/2019,55,40
USW00024234,"SEATTLE BOEING FIELD, WA US",1/12/2019,56,33
USW00024234,"SEATTLE BOEING FIELD, WA US",1/13/2019,53,30
USW00024234,"SEATTLE BOEING FIELD, WA US",1/14/2019,52,30
USW00024234,"SEATTLE BOEING FIELD, WA US",1/15/2019,48,28
USW00024234,"SEATTLE BOEING FIELD, WA US",1/16/2019,53,30
USW00024234,"SEATTLE BOEING FIELD, WA US",1/17/2019,56,44
USW00024234,"SEATTLE BOEING FIELD, WA US",1/18/2019,53,45
USW00024234,"SEATTLE BOEING FIELD, WA US",1/19/2019,52,39
USW00024234,"SEATTLE BOEING FIELD, WA US",1/20/2019,48,34
USW00024234,"SEATTLE BOEING FIELD, WA US",1/21/2019,48,34
USW00024234,"SEATTLE BOEING FIELD, WA US",1/22/2019,50,39
USW00024234,"SEATTLE BOEING FIELD, WA US",1/23/2019,52,46
USW00024234,"SEATTLE BOEING FIELD, WA US",1/24/2019,48,43
USW00024234,"SEATTLE BOEING FIELD, WA US",1/25/2019,50,38
USW00024234,"SEATTLE BOEING FIELD, WA US",1/26/2019,52,34
USW00024234,"SEATTLE BOEING FIELD, WA US",1/27/2019,44,35
USW00024234,"SEATTLE BOEING FIELD, WA US",1/28/2019,50,36
USW00024234,"SEATTLE BOEING FIELD, WA US",1/29/2019,53,32
USW00024234,"SEATTLE BOEING FIELD, WA US",1/30/2019,51,29
USW00024234,"SEATTLE BOEING FIELD, WA US",1/31/2019,55,37
USW00024234,"SEATTLE BOEING FIELD, WA US",2/1/2019,51,45
USW00024234,"SEATTLE BOEING FIELD, WA US",2/2/2019,49,43
USW00024234,"SEATTLE BOEING FIELD, WA US",2/3/2019,43,32
USW00024234,"SEATTLE BOEING FIELD, WA US",2/4/2019,33,25
USW00024234,"SEATTLE BOEING FIELD, WA US",2/5/2019,35,16
USW00024234,"SEATTLE BOEING FIELD, WA US",2/6/2019,37,18
USW00024234,"SEATTLE BOEING FIELD, WA US",2/7/2019,40,19
USW00024234,"SEATTLE BOEING FIELD, WA US",2/8/2019,37,30
USW00024234,"SEATTLE BOEING FIELD, WA US",2/9/2019,34,21
USW00024234,"SEATTLE BOEING FIELD, WA US",2/10/2019,36,14
USW00024234,"SEATTLE BOEING FIELD, WA US",2/11/2019,35,30
USW00024234,"SEATTLE BOEING FIELD, WA US",2/12/2019,40,33
USW00024234,"SEATTLE BOEING FIELD, WA US",2/13/2019,40,32
USW00024234,"SEATTLE BOEING FIELD, WA US",2/14/2019,43,27
USW00024234,"SEATTLE BOEING FIELD, WA US",2/15/2019,47,35
USW00024234,"SEATTLE BOEING FIELD, WA US",2/16/2019,44,33
USW00024234,"SEATTLE BOEING FIELD, WA US",2/17/2019,45,32
USW00024234,"SEATTLE BOEING FIELD, WA US",2/18/2019,44,34
USW00024234,"SEATTLE BOEING FIELD, WA US",2/19/2019,44,37
USW00024234,"SEATTLE BOEING FIELD, WA US",2/20/2019,44,38
USW00024234,"SEATTLE BOEING FIELD, WA US",2/21/2019,47,29
USW00024234,"SEATTLE BOEING FIELD, WA US",2/22/2019,42,34
USW00024234,"SEATTLE BOEING FIELD, WA US",2/23/2019,46,36
USW00024234,"SEATTLE BOEING FIELD, WA US",2/24/2019,43,37
USW00024234,"SEATTLE BOEING FIELD, WA US",2/25/2019,44,30
USW00024234,"SEATTLE BOEING FIELD, WA US",2/26/2019,45,27
USW00024234,"SEATTLE BOEING FIELD, WA US",2/27/2019,44,32
USW00024234,"SEATTLE BOEING FIELD, WA US",2/28/2019,49,27
USW00024234,"SEATTLE BOEING FIELD, WA US",3/1/2019,50,32
USW00024234,"SEATTLE BOEING FIELD, WA US",3/2/2019,51,34
USW00024234,"SEATTLE BOEING FIELD, WA US",3/3/2019,48,27
USW00024234,"SEATTLE BOEING FIELD, WA US",3/4/2019,45,23
USW00024234,"SEATTLE BOEING FIELD, WA US",3/5/2019,48,26
USW00024234,"SEATTLE BOEING FIELD, WA US",3/6/2019,42,36
USW00024234,"SEATTLE BOEING FIELD, WA US",3/7/2019,46,32
USW00024234,"SEATTLE BOEING FIELD, WA US",3/8/2019,42,31
USW00024234,"SEATTLE BOEING FIELD, WA US",3/9/2019,47,27
USW00024234,"SEATTLE BOEING FIELD, WA US",3/10/2019,53,26
USW00024234,"SEATTLE BOEING FIELD, WA US",3/11/2019,51,30
USW00024234,"SEATTLE BOEING FIELD, WA US",3/12/2019,47,36
USW00024234,"SEATTLE BOEING FIELD, WA US",3/13/2019,52,34
USW00024234,"SEATTLE BOEING FIELD, WA US",3/14/2019,56,39
USW00024234,"SEATTLE BOEING FIELD, WA US",3/15/2019,60,39
USW00024234,"SEATTLE BOEING FIELD, WA US",3/16/2019,60,42
USW00024234,"SEATTLE BOEING FIELD, WA US",3/17/2019,62,42
USW00024234,"SEATTLE BOEING FIELD, WA US",3/18/2019,75,40
USW00024234,"SEATTLE BOEING FIELD, WA US",3/19/2019,79,43
USW00024234,"SEATTLE BOEING FIELD, WA US",3/20/2019,,
USW00024234,"SEATTLE BOEING FIELD, WA US",3/21/2019,61,45
USW00024234,"SEATTLE BOEING FIELD, WA US",3/22/2019,66,46
USW00024234,"SEATTLE BOEING FIELD, WA US",3/23/2019,60,43
USW00024234,"SEATTLE BOEING FIELD, WA US",3/24/2019,,
USW00024234,"SEATTLE BOEING FIELD, WA US",3/25/2019,,
USW00024234,"SEATTLE BOEING FIELD, WA US",3/26/2019,59,44
USW00024234,"SEATTLE BOEING FIELD, WA US",3/27/2019,61,42
USW00024234,"SEATTLE BOEING FIELD, WA US",3/28/2019,64,45
USW00024234,"SEATTLE BOEING FIELD, WA US",3/29/2019,63,42
USW00024234,"SEATTLE BOEING FIELD, WA US",3/30/2019,65,41
USW00024234,"SEATTLE BOEING FIELD, WA US",3/31/2019,66,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/1/2019,68,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/2/2019,67,50
USW00024234,"SEATTLE BOEING FIELD, WA US",4/3/2019,60,48
USW00024234,"SEATTLE BOEING FIELD, WA US",4/4/2019,65,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/5/2019,57,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/6/2019,58,44
USW00024234,"SEATTLE BOEING FIELD, WA US",4/7/2019,56,45
USW00024234,"SEATTLE BOEING FIELD, WA US",4/8/2019,62,48
USW00024234,"SEATTLE BOEING FIELD, WA US",4/9/2019,58,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/10/2019,54,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/11/2019,56,46
USW00024234,"SEATTLE BOEING FIELD, WA US",4/12/2019,59,48
USW00024234,"SEATTLE BOEING FIELD, WA US",4/13/2019,52,45
USW00024234,"SEATTLE BOEING FIELD, WA US",4/14/2019,52,44
USW00024234,"SEATTLE BOEING FIELD, WA US",4/15/2019,56,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/16/2019,57,45
USW00024234,"SEATTLE BOEING FIELD, WA US",4/17/2019,63,49
USW00024234,"SEATTLE BOEING FIELD, WA US",4/18/2019,64,53
USW00024234,"SEATTLE BOEING FIELD, WA US",4/19/2019,57,51
USW00024234,"SEATTLE BOEING FIELD, WA US",4/20/2019,61,45
USW00024234,"SEATTLE BOEING FIELD, WA US",4/21/2019,61,45
USW00024234,"SEATTLE BOEING FIELD, WA US",4/22/2019,59,44
USW00024234,"SEATTLE BOEING FIELD, WA US",4/23/2019,63,50
USW00024234,"SEATTLE BOEING FIELD, WA US",4/24/2019,61,47
USW00024234,"SEATTLE BOEING FIELD, WA US",4/25/2019,60,43
USW00024234,"SEATTLE BOEING FIELD, WA US",4/26/2019,64,46
USW00024234,"SEATTLE BOEING FIELD, WA US",4/29/2019,65,45
USW00024234,"SEATTLE BOEING FIELD, WA US",4/30/2019,67,41
USW00024234,"SEATTLE BOEING FIELD, WA US",5/1/2019,64,42
USW00024234,"SEATTLE BOEING FIELD, WA US",5/2/2019,58,48
USW00024234,"SEATTLE BOEING FIELD, WA US",5/3/2019,62,46
USW00024234,"SEATTLE BOEING FIELD, WA US",5/4/2019,67,47
USW00024234,"SEATTLE BOEING FIELD, WA US",5/5/2019,68,46
USW00024234,"SEATTLE BOEING FIELD, WA US",5/6/2019,74,47
USW00024234,"SEATTLE BOEING FIELD, WA US",5/7/2019,73,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/8/2019,73,50
USW00024234,"SEATTLE BOEING FIELD, WA US",5/9/2019,82,57
USW00024234,"SEATTLE BOEING FIELD, WA US",5/10/2019,84,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/11/2019,83,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/12/2019,67,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/13/2019,67,49
USW00024234,"SEATTLE BOEING FIELD, WA US",5/14/2019,62,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/15/2019,67,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/16/2019,65,54
USW00024234,"SEATTLE BOEING FIELD, WA US",5/17/2019,65,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/18/2019,71,51
USW00024234,"SEATTLE BOEING FIELD, WA US",5/19/2019,71,55
USW00024234,"SEATTLE BOEING FIELD, WA US",5/20/2019,59,52
USW00024234,"SEATTLE BOEING FIELD, WA US",5/21/2019,62,51
USW00024234,"SEATTLE BOEING FIELD, WA US",5/22/2019,74,51
USW00024234,"SEATTLE BOEING FIELD, WA US",5/23/2019,78,53
USW00024234,"SEATTLE BOEING FIELD, WA US",5/24/2019,61,54
